transaction_id,customer_id,sender_account,receiver_account,receiver_name,receiver_bank,merchant_category,merchant_name,amount,payment_method,transaction_time,transaction_location,transaction_country,transaction_status,currency
TXN_038F3A4CAEF5,CUST_CD50341CE378,AC292587044,REC_AC241176,Aarav Sengupta,PNB,Electronics,Croma,4133.97,Credit Card,2026-05-18 16:29:52,Gurgaon,India,Success,INR
TXN_712D9AC7999D,CUST_B8B7C1E4E9DC,AC120912992,REC_AC216308,Sunita Joshi,HDFC Bank,Travel,MakeMyTrip,978.49,Credit Card,2026-05-18 17:16:52,Lucknow,India,Success,INR
TXN_8D794397763E,CUST_DE62BFF776A6,AC409893263,REC_AC999138,Sita Jain,SBI,Food,Zomato,1882.5,Debit Card,2026-05-18 18:02:52,Coimbatore,India,Success,INR
TXN_BB9CE297E1C5,CUST_01C02537A5CA,AC822408848,REC_AC880758,Sita Kumar,Kotak Mahindra,E-commerce,Amazon India,341.4,UPI,2026-05-18 18:59:52,Kochi,India,Success,INR
TXN_87E2AEC80A9F,CUST_8B279B4E00CF,AC359154084,REC_AC485709,Pooja Bose,Axis Bank,Retail,Local Kirana,447.3,NEFT,2026-05-18 19:06:52,Jaipur,India,Success,INR
TXN_54B2DE22FD0A,CUST_8B279B4E00CF,AC359154084,REC_AC485709,Pooja Bose,Axis Bank,Groceries,Reliance Smart,487.28,NEFT,2026-05-18 19:19:52,Jaipur,India,Success,INR
TXN_A01116DBA754,CUST_81E6D90C4760,AC675770529,REC_AC258366,Priya Bose,ICICI Bank,E-commerce,Flipkart,32298.64,NEFT,2026-05-18 19:44:52,Coimbatore,India,Success,INR
TXN_7135A82F7855,CUST_F969633BDDB5,AC162795957,REC_AC540208,Vihaan Kumar,PNB,Groceries,D-Mart,1376.72,IMPS,2026-05-18 20:18:52,Delhi,India,Failed,INR
TXN_D6E7463D121D,CUST_A274A25A299E,AC465830215,REC_AC506951,Sneha Iyer,Yes Bank,Retail,Local Kirana,41063.08,UPI,2026-05-18 20:21:52,Ahmedabad,India,Success,INR
TXN_23CF6B1698EA,CUST_166838FFAEA4,AC155926488,REC_AC412071,Ramesh Reddy,PNB,Travel,MakeMyTrip,3033.3,UPI,2026-05-18 21:11:52,Bengaluru,India,Success,INR
TXN_F9A19DD75711,CUST_A62F2F92E34C,AC787194506,REC_AC748052,Riya Kumar,SBI,Food,Zomato,4416.43,UPI,2026-05-18 21:47:52,Lucknow,India,Success,INR
TXN_9FFFD2F8668A,CUST_01D4765F0DCC,AC695295870,REC_AC674122,Vikram Joshi,SBI,E-commerce,Flipkart,25994.45,Credit Card,2026-05-18 22:12:52,Pune,India,Success,INR
TXN_35B2F3D637C7,CUST_8866C1FABF99,AC269820594,REC_AC240454,Rahul Menon,HDFC Bank,Retail,Local Kirana,104829.79,IMPS,2026-05-18 22:25:52,Delhi,India,Success,INR
TXN_C0E17FAE241A,CUST_8D53A50EB97B,AC838194420,REC_AC482199,Ananya Gupta,HDFC Bank,Food,Swiggy,3601.2,UPI,2026-05-18 22:32:52,Indore,India,Success,INR
TXN_20E1E9020B24,CUST_C6FAC3E395B8,AC866162966,REC_AC254506,Aditya Rao,Yes Bank,Food,Swiggy,581.65,IMPS,2026-05-18 23:29:52,Chennai,India,Success,INR
TXN_DC3ABD041388,CUST_41D9016C2179,AC782454310,REC_AC989173,Meera Gupta,Yes Bank,Food,Zomato,5861.06,Net Banking,2026-06-18 00:54:41,Delhi,India,Success,INR
TXN_E7597746F5A7,CUST_15C44D3CE34B,AC176428684,REC_AC478799,Kavya Verma,HDFC Bank,Food,Zomato,6770.69,Net Banking,2026-06-18 01:42:41,Indore,India,Success,INR
TXN_0C376DC457EB,CUST_41D9016C2179,AC782454310,REC_AC706574,Mahesh Verma,Kotak Mahindra,Groceries,D-Mart,3500.2,IMPS,2026-06-18 02:06:41,Delhi,India,Success,INR
TXN_55039D73FBDA,CUST_73B41940F312,AC723403479,REC_AC295085,Riya Yadav,HDFC Bank,Travel,MakeMyTrip,460.36,NEFT,2026-06-18 02:17:41,Gurgaon,India,Success,INR
TXN_3C92F55A015F,CUST_5A5043D289DC,AC345824373,REC_AC247594,Rahul Desai,Yes Bank,Electronics,Croma,3524.25,Debit Card,2026-06-18 02:21:41,Mumbai,India,Success,INR
TXN_1CFD8D5E1B43,CUST_41D9016C2179,AC782454310,REC_AC706574,Mahesh Verma,Kotak Mahindra,Travel,MakeMyTrip,2946.53,IMPS,2026-06-18 03:12:41,Delhi,India,Success,INR
TXN_8CB3632555CF,CUST_8B279B4E00CF,AC359154084,REC_AC485709,Pooja Bose,Axis Bank,Groceries,D-Mart,189.22,NEFT,2026-06-18 03:43:41,Lucknow,India,Success,INR
TXN_B4602DB1A9C7,CUST_B8B7C1E4E9DC,AC120912992,REC_AC879769,Pooja Sengupta,HDFC Bank,Electronics,Croma,733.65,Credit Card,2026-06-18 04:11:41,Lucknow,India,Success,INR
TXN_E065222647EB,CUST_41D9016C2179,AC782454310,REC_AC706574,Mahesh Verma,Kotak Mahindra,Groceries,Reliance Smart,1589.61,IMPS,2026-06-18 04:53:41,Delhi,India,Success,INR
TXN_407458DAC778,CUST_B8B7C1E4E9DC,AC120912992,REC_AC879769,Pooja Sengupta,HDFC Bank,Travel,Cleartrip,821.01,Credit Card,2026-06-18 05:41:41,Lucknow,India,Success,INR
TXN_5EDC72AD9691,CUST_A62F2F92E34C,AC787194506,REC_AC160254,Anita Gupta,PNB,Travel,MakeMyTrip,5924.0,UPI,2026-06-18 05:47:41,Ahmedabad,India,Success,INR
TXN_CFCC58D388F9,CUST_5A5043D289DC,AC345824373,REC_AC247594,Rahul Desai,Yes Bank,Travel,MakeMyTrip,1459.09,Debit Card,2026-06-18 06:27:41,Bengaluru,India,Success,INR
TXN_BBEE7F9CABE6,CUST_AA9EDE3072FA,AC905817775,REC_AC630108,Sai Singh,Yes Bank,Groceries,Reliance Smart,2355.5,Net Banking,2026-06-18 06:42:41,Chennai,India,Success,INR
TXN_55613C7EB8AF,CUST_CD50341CE378,AC292587044,REC_AC809794,Sita Iyer,Axis Bank,Groceries,Reliance Smart,1366.89,Credit Card,2026-06-18 07:31:41,Kochi,India,Success,INR
TXN_8133826FC3EE,CUST_6E9FB0F33173,AC851044796,REC_AC530728,Mahesh Chatterjee,PNB,Food,Swiggy,137.2,Debit Card,2026-06-18 07:36:41,Lucknow,India,Success,INR
TXN_4603334D03BB,CUST_ACBB55076F6F,AC538460431,REC_AC605719,Diya Chatterjee,Kotak Mahindra,Travel,MakeMyTrip,2315.93,Net Banking,2026-06-18 07:46:41,Delhi,India,Success,INR
TXN_DAB640FF303E,CUST_06E6B8486126,AC595744935,REC_AC951452,Rahul Rao,PNB,Groceries,D-Mart,344.17,Credit Card,2026-06-18 07:50:41,Hyderabad,India,Success,INR
TXN_A43F8854A36A,CUST_6E9FB0F33173,AC851044796,REC_AC530728,Mahesh Chatterjee,PNB,Electronics,Croma,114.69,Debit Card,2026-06-18 08:02:41,Lucknow,India,Success,INR
TXN_DF0B7EABB551,CUST_24ED2A165FC1,AC101815992,REC_AC332120,Rajesh Bose,PNB,Travel,Cleartrip,23819.78,UPI,2026-06-18 08:57:41,Mumbai,India,Success,INR
TXN_35FBAEDC04A9,CUST_99B31E34B435,AC110002396,REC_AC688730,Meera Menon,ICICI Bank,Groceries,Reliance Smart,852.66,IMPS,2026-06-18 09:11:41,Kolkata,India,Success,INR
TXN_72D5C71D7E67,CUST_3D000F3782B4,AC484194737,REC_AC857505,Anita Iyer,SBI,Travel,Cleartrip,48926.79,Debit Card,2026-06-18 09:34:41,Gurgaon,India,Success,INR
TXN_CC5D0E1F5D1A,CUST_770111A024A1,AC438817025,REC_AC534098,Sunita Sharma,SBI,Travel,MakeMyTrip,3204.81,Debit Card,2026-06-18 09:55:41,Delhi,India,Success,INR
TXN_C952502133BB,CUST_C6FAC3E395B8,AC866162966,REC_AC424398,Mahesh Menon,Axis Bank,Groceries,Reliance Smart,455.26,Debit Card,2026-06-18 10:00:41,Chennai,India,Failed,INR
TXN_512CB0E852CC,CUST_AA9EDE3072FA,AC905817775,REC_AC630108,Sai Singh,Yes Bank,Retail,Local Kirana,750.75,Net Banking,2026-06-18 10:38:41,Chennai,India,Success,INR
TXN_26DC8FB897A1,CUST_8D53A50EB97B,AC838194420,REC_AC777370,Rahul Nair,HDFC Bank,Electronics,Croma,23762.11,IMPS,2026-06-18 11:01:41,Indore,India,Success,INR
TXN_9E436FE9AF7A,CUST_88003A890783,AC675832441,REC_AC632401,Aarav Menon,PNB,Food,Zomato,325.26,Net Banking,2026-06-18 11:28:41,Hyderabad,India,Success,INR
TXN_75104E44F9DF,CUST_9DDA4B54CA2A,AC546434187,REC_AC887029,Vihaan Nair,Yes Bank,Crypto,Binance,1081.94,IMPS,2026-06-18 11:29:41,Kolkata,India,Success,INR
TXN_36964DE6AAA0,CUST_ACBB55076F6F,AC538460431,REC_AC605719,Diya Chatterjee,Kotak Mahindra,Remittance,Western Union,2641.67,Net Banking,2026-06-18 11:54:41,Delhi,India,Success,INR
TXN_1BAD08C6C267,CUST_73B41940F312,AC723403479,REC_AC295085,Riya Yadav,HDFC Bank,Food,Zomato,700.51,NEFT,2026-06-18 12:07:41,Gurgaon,India,Success,INR
TXN_36F819AA5BA1,CUST_5A5043D289DC,AC345824373,REC_AC247594,Rahul Desai,Yes Bank,Food,Swiggy,4373.06,Debit Card,2026-06-18 12:23:41,Mumbai,India,Success,INR
TXN_9C037B12B268,CUST_15C44D3CE34B,AC176428684,REC_AC478799,Kavya Verma,HDFC Bank,Groceries,Reliance Smart,11788.28,Net Banking,2026-06-18 12:46:41,Indore,India,Success,INR
TXN_129DA7AEF1ED,CUST_99B31E34B435,AC110002396,REC_AC628750,Sneha Nair,Yes Bank,Travel,Cleartrip,1372.79,IMPS,2026-06-18 13:05:41,Kolkata,India,Success,INR
TXN_04CB2BF2533C,CUST_8D53A50EB97B,AC838194420,REC_AC482199,Ananya Gupta,HDFC Bank,E-commerce,Flipkart,1316.37,UPI,2026-06-18 13:45:41,Indore,India,Success,INR
TXN_86F967E1E8EC,CUST_B385A110F05A,AC809129316,REC_AC685126,Ananya Joshi,Yes Bank,Food,Zomato,1109.55,Credit Card,2026-06-18 14:24:41,Chandigarh,India,Success,INR
TXN_8E045700821C,CUST_15C44D3CE34B,AC176428684,REC_AC478799,Kavya Verma,HDFC Bank,E-commerce,Flipkart,17746.39,Net Banking,2026-06-18 14:31:41,Indore,India,Success,INR
TXN_0C3C00D5175C,CUST_AA9EDE3072FA,AC905817775,REC_AC630108,Sai Singh,Yes Bank,Food,Swiggy,484.86,Net Banking,2026-06-18 15:06:41,Chennai,India,Success,INR
TXN_5DD914C41C52,CUST_15C44D3CE34B,AC176428684,REC_AC636107,Pooja Kumar,HDFC Bank,E-commerce,Flipkart,5552.46,Net Banking,2026-06-18 15:07:41,Chennai,India,Failed,INR
TXN_685C2C965355,CUST_C6FAC3E395B8,AC866162966,REC_AC424398,Mahesh Menon,Axis Bank,Travel,Cleartrip,1581.49,IMPS,2026-06-18 15:58:41,Chennai,India,Success,INR
TXN_AC44EA245BE1,CUST_770111A024A1,AC438817025,REC_AC534098,Sunita Sharma,SBI,Travel,MakeMyTrip,1402.61,Debit Card,2026-06-18 16:46:41,Delhi,India,Success,INR
TXN_AF46F9E82EBD,CUST_01D4765F0DCC,AC695295870,REC_AC479430,Sunita Singh,SBI,Groceries,Reliance Smart,2270.27,NEFT,2026-06-18 17:37:41,Kolkata,India,Success,INR
TXN_43D772E276B1,CUST_01C02537A5CA,AC822408848,REC_AC880758,Sita Kumar,Kotak Mahindra,E-commerce,Amazon India,249.87,UPI,2026-06-18 18:27:41,Kochi,India,Failed,INR
TXN_C9B4BD599C50,CUST_A274A25A299E,AC465830215,REC_AC114400,Sita Singh,ICICI Bank,Retail,Local Kirana,24685.16,UPI,2026-06-18 18:40:41,Ahmedabad,India,Success,INR
TXN_A0AC90977EB0,CUST_C6FAC3E395B8,AC866162966,REC_AC108491,Suresh Verma,Kotak Mahindra,Travel,Cleartrip,856.02,IMPS,2026-06-18 19:16:41,Chennai,India,Success,INR
TXN_307E97CD19F4,CUST_8966A3CE4048,AC950488739,REC_AC939717,Anita Iyer,ICICI Bank,Food,Swiggy,334.56,IMPS,2026-06-18 20:12:41,Gurgaon,India,Success,INR
TXN_A5C4A863530A,CUST_0D563A0F2D46,AC812921644,REC_AC681896,Rahul Kumar,ICICI Bank,Electronics,Croma,1120.08,Net Banking,2026-06-18 20:35:41,Pune,India,Success,INR
TXN_0245F6A52018,CUST_3004622EBCCF,AC857704655,REC_AC419457,Riya Iyer,Yes Bank,Groceries,D-Mart,443.59,IMPS,2026-06-18 21:03:41,Indore,India,Failed,INR
TXN_E62759761044,CUST_3D000F3782B4,AC484194737,REC_AC767782,Amit Kumar,Yes Bank,E-commerce,Amazon India,94810.85,Debit Card,2026-06-18 21:15:41,Gurgaon,India,Success,INR
TXN_B3FEACA7FA2E,CUST_F969633BDDB5,AC162795957,REC_AC540208,Vihaan Kumar,PNB,E-commerce,Amazon India,3463.32,IMPS,2026-06-18 21:54:41,Kolkata,India,Success,INR
TXN_BA153ABD0645,CUST_8B279B4E00CF,AC359154084,REC_AC485709,Pooja Bose,Axis Bank,Groceries,Reliance Smart,361.06,NEFT,2026-06-18 22:50:41,Jaipur,India,Success,INR
TXN_F38ABF15E2F8,CUST_24ED2A165FC1,AC101815992,REC_AC695990,Sneha Gupta,Yes Bank,E-commerce,Amazon India,59428.79,UPI,2026-06-18 23:26:41,Mumbai,India,Success,INR
TXN_0C76C061594F,CUST_E762728AC2C4,AC751397897,REC_AC480573,Ramesh Desai,PNB,Crypto,Binance,22734.92,IMPS,2026-06-18 23:52:41,Pune,India,Success,INR
TXN_6E2307311B21,CUST_5A5043D289DC,AC345824373,REC_AC247594,Rahul Desai,Yes Bank,Travel,MakeMyTrip,4846.33,Debit Card,2026-06-19 00:42:41,Mumbai,India,Success,INR
TXN_480D2D09EF5C,CUST_9DDA4B54CA2A,AC546434187,REC_AC729252,Sneha Nair,Kotak Mahindra,Retail,Local Kirana,1460.58,IMPS,2026-06-19 01:37:41,Kolkata,India,Failed,INR
TXN_0CE124727235,CUST_E762728AC2C4,AC751397897,REC_AC364236,Suresh Kumar,ICICI Bank,Food,Zomato,1934.89,NEFT,2026-06-19 01:44:41,Pune,India,Success,INR
TXN_B8FB98CF3EA3,CUST_C6FAC3E395B8,AC866162966,REC_AC424398,Mahesh Menon,Axis Bank,Food,Zomato,1058.26,IMPS,2026-06-19 02:03:41,Chennai,India,Success,INR
TXN_A16FD2FD38F1,CUST_B8B7C1E4E9DC,AC120912992,REC_AC879769,Pooja Sengupta,HDFC Bank,Travel,Cleartrip,915.0,Credit Card,2026-06-19 03:03:41,Lucknow,India,Success,INR
TXN_0EE4EAE352BF,CUST_6E9FB0F33173,AC851044796,REC_AC530728,Mahesh Chatterjee,PNB,Travel,MakeMyTrip,133.32,Debit Card,2026-06-19 03:26:41,Lucknow,India,Success,INR
TXN_783B19DC93DB,CUST_A274A25A299E,AC465830215,REC_AC114400,Sita Singh,ICICI Bank,E-commerce,Amazon India,32859.69,UPI,2026-06-19 04:26:41,Ahmedabad,India,Success,INR
TXN_74AD26B949E4,CUST_686953EEE179,AC339362341,REC_AC479052,Sai Reddy,Yes Bank,Retail,Local Kirana,52898.9,Debit Card,2026-06-19 05:18:41,Chennai,India,Success,INR
TXN_95A75114E565,CUST_2CEC9252A0A1,AC258453521,REC_AC261562,Neha Sengupta,ICICI Bank,Food,Swiggy,1280.28,Credit Card,2026-06-19 05:42:41,Gurgaon,India,Success,INR
TXN_F9D74EC999A4,CUST_B385A110F05A,AC809129316,REC_AC955015,Amit Verma,Yes Bank,Food,Swiggy,2247.28,Debit Card,2026-06-18 14:28:41,Delhi,India,Success,INR
TXN_60A87434F947,CUST_8866C1FABF99,AC269820594,REC_AC240454,Rahul Menon,HDFC Bank,Food,Zomato,50402.29,IMPS,2026-06-18 14:46:41,Chandigarh,India,Success,INR
TXN_C34A8B5F683E,CUST_AA9EDE3072FA,AC905817775,REC_AC182361,Gita Bose,Kotak Mahindra,Travel,Cleartrip,510.99,Net Banking,2026-06-18 15:32:41,Chennai,India,Success,INR
TXN_29C25D89134B,CUST_F969633BDDB5,AC162795957,REC_AC326130,Sneha Sengupta,Axis Bank,E-commerce,Flipkart,1708.59,IMPS,2026-06-18 16:03:41,Delhi,India,Success,INR
TXN_C564D3DE6B40,CUST_8966A3CE4048,AC950488739,REC_AC592296,Diya Desai,PNB,Travel,Cleartrip,771.47,IMPS,2026-06-18 16:36:41,Gurgaon,India,Success,INR
TXN_48BB3F35907B,CUST_9F5234269242,AC920814900,REC_AC798435,Mahesh Gupta,HDFC Bank,E-commerce,Amazon India,732.4,Net Banking,2026-06-18 17:11:41,Hyderabad,India,Success,INR
TXN_F5E8F073C8CD,CUST_6380C85B577F,AC278575192,REC_AC746081,Vikram Reddy,Yes Bank,Electronics,Croma,77.16,UPI,2026-06-18 17:17:41,Gurgaon,India,Success,INR
TXN_0218BC5B0C30,CUST_686953EEE179,AC339362341,REC_AC100884,Anita Joshi,HDFC Bank,Travel,MakeMyTrip,92866.27,Debit Card,2026-06-18 18:03:41,Chennai,India,Success,INR
TXN_5DF54EB6F0C2,CUST_01C02537A5CA,AC822408848,REC_AC802615,Aarav Patel,PNB,Groceries,Reliance Smart,235.42,UPI,2026-06-18 18:28:41,Kochi,India,Success,INR
TXN_C4CBF45B65AD,CUST_1A4574854941,AC739362057,REC_AC869864,Riya Kumar,Yes Bank,Electronics,Croma,1994.12,Credit Card,2026-06-18 19:24:41,Chandigarh,India,Success,INR
TXN_C8F66C7BAC8C,CUST_81E6D90C4760,AC675770529,REC_AC916704,Priya Patel,Kotak Mahindra,E-commerce,Flipkart,60150.12,NEFT,2026-06-18 19:27:41,Coimbatore,India,Success,INR
TXN_5E7D7D002A38,CUST_ACBB55076F6F,AC538460431,REC_AC605719,Diya Chatterjee,Kotak Mahindra,Groceries,D-Mart,1616.42,Net Banking,2026-06-18 20:02:41,Jaipur,India,Success,INR
TXN_AD7FCBA416ED,CUST_0BBCAD5EF2DA,AC621454127,REC_AC874863,Kavya Joshi,Yes Bank,Food,Zomato,575.18,NEFT,2026-06-18 20:11:41,Hyderabad,India,Success,INR
TXN_8A006ED3399E,CUST_AA9EDE3072FA,AC905817775,REC_AC463656,Rajesh Patel,Yes Bank,Groceries,D-Mart,860.93,Net Banking,2026-06-18 20:21:41,Chennai,India,Success,INR
TXN_87B39811EA06,CUST_C6FAC3E395B8,AC866162966,REC_AC254506,Aditya Rao,Yes Bank,Groceries,D-Mart,1305.47,IMPS,2026-06-18 20:41:41,Chennai,India,Success,INR
TXN_85685C86C04E,CUST_770111A024A1,AC438817025,REC_AC534098,Sunita Sharma,SBI,Food,Zomato,4170.75,Debit Card,2026-06-18 21:21:41,Delhi,India,Success,INR
TXN_95FC2D3DA94F,CUST_8966A3CE4048,AC950488739,REC_AC327357,Rajesh Singh,PNB,Travel,Cleartrip,933.29,IMPS,2026-06-18 21:48:41,Gurgaon,India,Success,INR
TXN_8455457448C2,CUST_1A4574854941,AC739362057,REC_AC286572,Neha Reddy,Kotak Mahindra,Groceries,Reliance Smart,17106.6,NEFT,2026-06-18 22:07:41,Chandigarh,India,Success,INR
TXN_FE1170551D01,CUST_8B279B4E00CF,AC359154084,REC_AC256085,Aarav Verma,PNB,Travel,Cleartrip,178.04,NEFT,2026-06-18 22:21:41,Jaipur,India,Success,INR
TXN_D8FE8355F8E9,CUST_01C02537A5CA,AC822408848,REC_AC880758,Sita Kumar,Kotak Mahindra,Retail,Local Kirana,176.53,UPI,2026-06-18 22:52:41,Kochi,India,Success,INR
TXN_73CC123B1983,CUST_ACBB55076F6F,AC538460431,REC_AC793169,Arjun Sharma,ICICI Bank,Food,Zomato,3264.17,Net Banking,2026-06-18 23:41:41,Jaipur,India,Success,INR
TXN_4F8D4F2F11F9,CUST_166838FFAEA4,AC155926488,REC_AC440131,Karan Joshi,ICICI Bank,Electronics,Croma,10572.32,UPI,2026-06-19 00:13:41,Mumbai,India,Success,INR
TXN_1C5CF4D38B70,CUST_8B279B4E00CF,AC359154084,REC_AC244000,Vikram Verma,Kotak Mahindra,Travel,MakeMyTrip,2896.38,UPI,2026-06-19 01:12:41,Coimbatore,India,Success,INR
TXN_EBDB39272E0A,CUST_9F5234269242,AC920814900,REC_AC798435,Mahesh Gupta,HDFC Bank,Food,Zomato,340.68,Net Banking,2026-06-19 01:23:41,Hyderabad,India,Success,INR
TXN_A6C4FD3557AB,CUST_B8B7C1E4E9DC,AC120912992,REC_AC879769,Pooja Sengupta,HDFC Bank,Groceries,D-Mart,1027.52,Credit Card,2026-06-19 02:08:41,Hyderabad,India,Success,INR
TXN_B11A8CFFBC55,CUST_ACBB55076F6F,AC538460431,REC_AC481884,Ananya Nair,ICICI Bank,Food,Zomato,972.35,Net Banking,2026-06-19 02:38:41,Jaipur,India,Success,INR
TXN_BDBEF0008C71,CUST_8866C1FABF99,AC269820594,REC_AC286710,Arjun Bose,PNB,Food,Zomato,475645.23,Debit Card,2026-06-19 03:11:41,Chandigarh,India,Success,INR
TXN_50E8A8E38CA2,CUST_B8B7C1E4E9DC,AC120912992,REC_AC278190,Sunita Rao,HDFC Bank,Groceries,Reliance Smart,406.35,Credit Card,2026-06-19 03:29:41,Lucknow,India,Success,INR
TXN_978FC7BBD293,CUST_0D92D17B540C,AC364371717,REC_AC700870,Sunita Chatterjee,Axis Bank,Food,Zomato,2379.91,Debit Card,2026-06-19 04:17:41,Pune,India,Success,INR
TXN_6E0A117A0579,CUST_15C44D3CE34B,AC176428684,REC_AC467121,Isha Singh,Yes Bank,Food,Zomato,10583.9,Net Banking,2026-06-19 05:02:41,Chennai,India,Success,INR
TXN_0F808C02881B,CUST_0D563A0F2D46,AC812921644,REC_AC584172,Vihaan Joshi,Yes Bank,Food,Swiggy,11522.98,Net Banking,2026-06-19 05:58:41,Chandigarh,India,Success,INR
TXN_DBA6180DE42C,CUST_73B41940F312,AC723403479,REC_AC295085,Riya Yadav,HDFC Bank,E-commerce,Amazon India,360.78,NEFT,2026-06-19 06:22:41,Gurgaon,India,Success,INR
TXN_B77C528E86AF,CUST_9DDA4B54CA2A,AC546434187,REC_AC572908,Sunita Joshi,HDFC Bank,Groceries,Reliance Smart,1872.39,IMPS,2026-06-19 06:51:41,Kolkata,India,Success,INR
TXN_2D92C8ED376E,CUST_5A5043D289DC,AC345824373,REC_AC247594,Rahul Desai,Yes Bank,Groceries,D-Mart,3338.35,Debit Card,2026-06-19 06:58:41,Mumbai,India,Success,INR
TXN_06E700BC0F7B,CUST_06E6B8486126,AC595744935,REC_AC951452,Rahul Rao,PNB,Food,Swiggy,308.13,Credit Card,2026-06-19 07:52:41,Chandigarh,India,Success,INR
TXN_D0406DBDC980,CUST_6D76C861D951,AC208449460,REC_AC105433,Rohan Jain,PNB,Electronics,Croma,17703.07,Credit Card,2026-06-19 08:42:41,Pune,India,Success,INR
TXN_1E94F85CFC74,CUST_B385A110F05A,AC809129316,REC_AC685126,Ananya Joshi,Yes Bank,Groceries,Reliance Smart,762.87,Credit Card,2026-06-19 09:18:41,Kolkata,India,Success,INR
TXN_C5F1FF608507,CUST_9F5234269242,AC920814900,REC_AC798435,Mahesh Gupta,HDFC Bank,E-commerce,Amazon India,326.02,Net Banking,2026-06-19 09:40:41,Hyderabad,India,Success,INR
TXN_5C652BFA09A6,CUST_E11D4A73CB51,AC860229059,REC_AC908475,Rajesh Reddy,Yes Bank,Groceries,Reliance Smart,31174.46,IMPS,2026-06-19 10:24:41,Pune,India,Success,INR
TXN_FA562F40FAC0,CUST_E762728AC2C4,AC751397897,REC_AC261050,Aarav Jain,HDFC Bank,Retail,Local Kirana,1372.64,NEFT,2026-06-19 11:12:41,Pune,India,Success,INR
TXN_0E57781BFED8,CUST_DF7E3A9C08AE,AC756783995,REC_AC477400,Sai Kumar,HDFC Bank,Travel,Cleartrip,352.4,NEFT,2026-06-19 11:53:41,Kochi,India,Success,INR
TXN_FCF521474956,CUST_770111A024A1,AC438817025,REC_AC727983,Pooja Chatterjee,Kotak Mahindra,E-commerce,Flipkart,4126.67,Debit Card,2026-06-19 12:01:41,Delhi,India,Success,INR
TXN_03C50DE3E7B8,CUST_6D76C861D951,AC208449460,REC_AC105433,Rohan Jain,PNB,Travel,Cleartrip,13053.03,Credit Card,2026-06-19 12:39:41,Delhi,India,Success,INR
TXN_38E91AE90311,CUST_A274A25A299E,AC465830215,REC_AC114400,Sita Singh,ICICI Bank,Travel,Cleartrip,63583.32,UPI,2026-06-19 13:32:41,Ahmedabad,India,Success,INR
TXN_D33FF786C392,CUST_1A4574854941,AC739362057,REC_AC337580,Vikram Kumar,HDFC Bank,Crypto,Binance,22903.27,UPI,2026-06-19 13:59:41,Chandigarh,India,Success,INR
TXN_9A9CFF6A6073,CUST_8966A3CE4048,AC950488739,REC_AC624953,Meera Rao,Kotak Mahindra,Travel,MakeMyTrip,6796.15,IMPS,2026-06-19 14:12:41,Lucknow,India,Success,INR
TXN_750C61B3276E,CUST_F77382D72C38,AC824022357,REC_AC219346,Sai Menon,PNB,E-commerce,Flipkart,11599.12,IMPS,2026-06-19 14:23:41,Mumbai,India,Success,INR
TXN_60569DBAFDCA,CUST_1A4574854941,AC739362057,REC_AC869864,Riya Kumar,Yes Bank,Travel,Cleartrip,2284.97,Credit Card,2026-06-19 14:31:41,Chandigarh,India,Success,INR
TXN_0E5716235584,CUST_C6FAC3E395B8,AC866162966,REC_AC254506,Aditya Rao,Yes Bank,E-commerce,Amazon India,1259.69,IMPS,2026-06-19 15:29:41,Chennai,India,Success,INR
TXN_82AAE11F5DB1,CUST_AA9EDE3072FA,AC905817775,REC_AC463656,Rajesh Patel,Yes Bank,Food,Zomato,632.06,Net Banking,2026-06-19 15:42:41,Chennai,India,Success,INR
TXN_239E5ADE413C,CUST_8866C1FABF99,AC269820594,REC_AC240454,Rahul Menon,HDFC Bank,Groceries,D-Mart,34099.66,IMPS,2026-06-19 15:49:41,Delhi,India,Success,INR
TXN_CFCAA275E595,CUST_0BBCAD5EF2DA,AC621454127,REC_AC207798,Vikram Gupta,Kotak Mahindra,Retail,Local Kirana,1316.98,NEFT,2026-06-19 16:21:41,Hyderabad,India,Success,INR
TXN_8AEA30BBA645,CUST_01C02537A5CA,AC822408848,REC_AC802615,Aarav Patel,PNB,Groceries,Reliance Smart,343.17,UPI,2026-06-19 16:53:41,Kochi,India,Success,INR
TXN_7F3D79651143,CUST_81E6D90C4760,AC675770529,REC_AC531939,Suresh Rao,SBI,Retail,Local Kirana,64927.4,NEFT,2026-06-19 17:31:41,Coimbatore,India,Success,INR
TXN_8A47953891EC,CUST_3D000F3782B4,AC484194737,REC_AC612081,Suresh Reddy,ICICI Bank,Electronics,Croma,73339.94,Debit Card,2026-06-19 18:06:41,Chandigarh,India,Success,INR
TXN_678EA9299951,CUST_9DDA4B54CA2A,AC546434187,REC_AC754911,Aditya Chauhan,HDFC Bank,E-commerce,Amazon India,808.03,IMPS,2026-06-19 18:19:41,Kolkata,India,Success,INR
TXN_E6992F362B4F,CUST_3004622EBCCF,AC857704655,REC_AC419457,Riya Iyer,Yes Bank,Travel,MakeMyTrip,758.37,IMPS,2026-06-19 19:01:41,Indore,India,Success,INR
TXN_DCA687585C50,CUST_88003A890783,AC675832441,REC_AC632401,Aarav Menon,PNB,E-commerce,Flipkart,206.27,Net Banking,2026-06-19 19:35:41,Hyderabad,India,Success,INR
